第1列,单词,释义
,substantial,"adj. 大量的，结实的，实质性的。a substantial journey of 2000 kilometers. The stakes are high, the rewards, substantial. 赌注很高，回报也很丰厚。"
,subtle,"adj. 不易察觉的；微妙的；敏锐的，机智的；精巧的 (subtle mind 敏锐的大脑, painting with subtle colors)"
,succumb,"v. 屈服, 屈从, 抵挡不住（攻击、疾病、诱惑等）( succumbed to the temptation of yummy cakes)"
大量的,abundant,adj.大量的，丰富的。
大量的,abundance,n.大量，丰富，繁荣，富裕。丰度。There is a great abundance of fish in this river.
冲击 ,surge,"v. 浪涌, 激增, 汹涌, 涌动 n. 激增, （强烈感情的）突发, 大量, 一大批。The company's profit has surged. A surge of 30% in sales."
冲击 ,brunt,"n. (来自攻击一方的)主要力量[冲势,压力], 突击"
冲击 ,surgery,"外科手术，外科, surgeon 外科医生"
冲击 ,impulse,n.冲动，心血来潮，脉冲，冲击，冲量，刺激。He has a sudden impulse to stand up and sing. He is a impulse shopper 冲动型购物者。
冲击 ,impulsive,adj 冲动的。Some students are kind of impulsive when declaring majors 一些学生在选择专业的时候有点冲动。
冲击 ,spike,n.猛增，金属钉，尖峰（比如在示波器上）。The inrush caused a current spike 涌入的电流导致了电流突增。
,sustain,v. 维持；承受，经受；支持 (sustain relationship with friends)
,sustainable,可持续的(开采，发展）
,swell,v. 膨胀，肿胀；凸出，鼓出；增加，扩大；感情迸发。n. 海浪涌动；鼓出处，隆起处；增加，扩大。adj. 很愉快的；极有趣的
,swell,"的过去分词是swollen。
(Her arm was beginning to swell up where the bee had stung her)"
,swollen,"adj. 肿胀的, 肿起来的, 涨水的, 上涨的 v. （swell的过去式和过去分词）扩大, （使）膨胀, 积聚, （使）情感迸发
(be swollen up with ... 因...而肿大。swollen belly大肚子）"
,swallow,n.吞咽，燕子。v.吞下，相信。
假的,disguise,v.假扮，伪装，掩饰，隐瞒。n.伪装物，伪装。
假的,guise,n.伪装，装束，外观。v 化装，伪装
假的,counterfeit,n.伪造物，赝品 v.伪造，仿造；佯作，假装；酷似 adj.伪造的，假冒的；counterfeit products 假冒产品
人造的，合成的,synthetic,合成的，人造的。synthetic fiber 合成纤维。
人造的，合成的,artificial,人造的，虚伪的
人造的，合成的,synthesis,n.综合，合成
关税,tariff,n. 关税，税率；（旅馆、饭店等）价目表。(impose tariffs on imports)。tariff wall 关税壁垒
关税,customs,关税
地形,hectare,"公顷
hectic 忙碌的"
地形,terrain,地形
地形,rugged,adj.（地面、地形）高低不平的，崎岖的；（男人的外貌）粗犷而英俊的；强健而坚毅的；（机器等）坚固耐用的；艰难的。
,thesis,"n. 论文，学位论文；命题，论题
antithesis n.对立面，形成对照的事物；(二者间的)对比，对照，对仗。"
,hypothesis,假说
,synthesis,n.综合，综合体
,essay,短文，小品文
,dissertation,专题论文，学位论文
,throughout,"prep.遍及，贯穿 adv.到处，自始至终 (throughout the world, the year. throughout school 在学校期间)"
,through,"prep 通过，穿过，从始到终 adv.完全地，彻底地；直达，迳直；从头到尾。adj. 完成的，结束的；直达的
burn through 迅速用完，迅速耗尽。burn through your resources."
,widespread,普遍的，分布广泛的
,extol,
,toxin,毒素
,toxic,"adj. 有毒的, 中毒的 n. 毒物, 毒剂"
脾气,temper,n.心情，脾气，坏脾气，怒气。v.使缓和，使温和，锻造，(给钢琴)调音
脾气,temperate,adj. （行为）温和的，温暖的，温带的。The weather here is temperate and mild.
脾气,grumpy,n.坏脾气的人。adj.脾气坏的，爱抱怨的。
脾气,crank,n. （想法）古怪的人；脾气坏的人；曲柄，曲轴 (Break out crank 突发奇想)
脾气,cranky,adj.暴躁的，古怪的
脾气,weirdo,n.古怪的人，奇怪的人
脾气,whiny,adj.烦燥的，爱抱怨的，常发牢骚的。
脾气,throw tantrum,发脾气
小心的，谨慎的,wary,adj 小心/警诫/提防的。One is far more wary on the lookout 人们在观察时要更加谨慎。
小心的，谨慎的,discreet,adj. 谨慎的，周到的；小巧的，不引人注意的
,nag,n.v. 唠叨 She nags him about everything
奇怪，古怪,oddly,adv.古怪地；奇妙地；单数地
坚持,insist,v. 坚持；坚决认为（或主张、要求）(insist on doing sth)，通常用于对意见、主张等的坚持。
坚持,persist,v. 坚持；执意，执着；维持，持续 (cold weather will persist)，用于褒义指坚持继续做某事，但更常用于贬义，指不听劝告，顽固坚持
坚持,persevere,vi. 坚持不懈; 锲而不舍。含褒义，强调坚持不懈的努力。
坚持,adhere,与to连用，指坚持意见、计划或承诺等，含坚持不懈之意。
坚持,cling,和to连用，指对信仰、意见、习惯等的坚持。
坚持,tenacity,坚韧，顽强，顽固，[物]韧性。tenacity of purpose 不屈不挠的志愿。
坚持,tenacious,坚持的，顽固的，紧握的，粘性强的。a tenacious grip 紧抓不放。be tenacious 坚韧不拔的。
坚持,stability,稳定性，坚定，恒心。
坚持,perseverance,"n.毅力，韧性，不屈不挠的精神。
severe adj 十分严重的，极为恶劣的，艰巨的，严峻的"
坚持,doggedness,n.顽强，坚韧不拔。Doggedness could bring success.
坚持,indomitable,adj.不屈不挠的，不服输的，不气馁的
坚持,relentless,"adj.坚韧不拔的，不屈不挠的，残酷无情的，不留情面的；不停的，不间断的。relentless positivity 盲目乐观。
relent v.变宽容，变温和；终于同意，不再反对；天气转晴，缓和，好转。"
坚持,stamina,n.耐力，持久力，毅力。Grit is having stamina 坚韧就是有耐力。
坚持,grit,n.砂砾，沙粒；勇气，毅力；v.在地上铺砂砾；咬紧牙关。
坚持,gritty,adj.坚韧不拔的；有砂砾的；多沙的；像砂的
坚持,unwavering,"adj 坚定的；不动摇的.
Grit is the combination of unwavering passsion for long-term goals and the perseverance to work hard, practice what you can't do yet, and stay resilent over years."
努力，勤劳,endeavor,n.v.努力，尝试。
努力，勤劳,strive,"v.努力，力争，斗争，抗争。过去式strove 或 strived，过去分词 striven或strived。
strive ahead 加紧努力。strive with 同..作斗争。strive for sth 努力争取。strive to realize the goal 努力实现目标。
Above all, a princess strives for, well, perfection 最重要的是，公主要追求完美！（勇敢传说）。"
努力，勤劳,diligent,adj.刻苦的，勤勉的，努力的。Most luxury bags are made by intelligent ant diligent Chinese artisans
努力，勤劳,deligent,同 diligent
努力，勤劳,industry,有勤劳的意思。Chinese people are known for their hospitality and industry. 以热情好客和勤劳而著称。
努力，勤劳,effort,n.努力，力气，精力，艰难的尝试。可数。make a lot of effort to do sth. made a great effort to do sth. His efforts to improve his skills are commendable.
努力，勤劳,earnest,n.预示，象征；严肃，认真。adj.认真的，诚挚的。in earnest 认真的，诚挚地。
劳累,burnout,n.精疲力竭，精神崩溃，燃油耗尽，(电器的)烧坏；烧光，燃尽。
劳累,fatique,n.疲乏，厌倦；(金属部件等)疲劳 v.使疲劳  adj.疲劳的。fatique limit 疲劳极限。metal fatique 金属疲劳。
劳累,exhausing,adj.使人疲劳的 v.使精疲力尽。exhausing machine 抽气机
聪明，才智,genius,天才，天赋
聪明，才智,ingenuity,n.足智多谋，心灵手巧
聪明，才智,ingenious,"adj.灵巧的，关于创造发明的；设计独特的，制作精巧的。= creative, originative, artful
The lash tab's simple yet ingenious design quickly made it a staple for outdoor enthusiasts. It wasn't just about functionality, it also added a rugged aesthetic that appealed to the adventurous spirit. “”Lash tab(指背包上用来绑扎或挂载的固定点，看起来象猪鼻子)” 简单却巧妙的设计很快成为户外爱好者的标配。它不仅仅是为了实用性，还增添了一种粗犷的美感，深受冒险精神的追求者喜爱。"
聪明，才智,wit,n.风趣的人；机智；明智(the wit)
聪明，才智,witness,n.目击者，证人，证据，证言。v.目击，见证，经历，在文件上签名，做见证，证明。
聪明，才智,cunning,adj.狡猾的，狡辩的，灵活的，灵巧的，好看的，可爱的。n.狡猾，灵活，灵巧
聪明，才智,sly,"adj.狡猾的。与 cunning 的区别是，sly通常是贬义，cunning则看语境。 sly fox, dumb bunny 狡猾狐狸和笨兔子（动物城）"
聪明，才智,half-wit,n.弱智者；笨蛋
,bright,口语常用词，多指年轻人，尤指小孩思路敏捷，理解力强，机灵等。
,clever,强调头脑灵活，接受新事物快，有智有谋，但不一定全面妥当地考虑问题。
,wise,侧重不是一般的聪伶俐，而是有远见，有智慧，能智地处理问题。
,smart,普通用词，与bright和clever的意思很相近，但更强调机灵。
,intelligent,"正式用词，指在理解新的、抽象东西或处理解决问题时，智力超过一般常人。
以上的名词分别是 brightness, cleverness, wisdom, smartness, intelligence。而 wit 自己就是个名词，表示才智、机智。"
,brilliant,指人的才华出众，思路敏捷，常令人赞叹不已。
,ingenious,指思路敏捷，并有创造与发的才能和技巧。
,shrewd,指精老练，有头脑，善于判断，把握有利机会。
善良，道德,trait,n. 特点。多指人的性格特点。不一定是道德上的(比如冒险精神），也不一定是积极的。personal trait 个性。character traits 人品，性格特征。
善良，道德,virtue,"n.美德，善行。通常指道德上积极的特质或品质。by virtue of..靠..的力量。have a virtue of.. 具有..的长处。
civic virtues 公民美德。civic spirit 公民精神。civic engagement 公民参与。"
善良，道德,virtuous,adj.道德高尚的，品行端正的；自命清高的，自鸣得意的；贤惠的
善良，道德,quality,n.质量，品质，优质。adj 优质的。discourage qualities that make someone different from others = repress individuality.
善良，道德,moral,adj.道德上的，有道理的。n.品行，道德，寓意。 a moral issue/dilemma 道德问题。moral value 道德观。moral rules/code 道德准则。The moral of myths 神话的寓意。moral correctness 道德正确。
善良，道德,immoral,不道德的
善良，道德,merit,n.优秀品质，价值；优点，长处；善行，善事；事实真相。v.值得，应受。
善良，道德,demerit,n.缺点，短处；过失。merit and demerit 优缺点。record a serious demerit 记大过。demerit points （比如驾照的）扣分、罚分。
善良，道德,ethic,n.伦理学，道德准则。work ethic 敬业精神。
善良，道德,ethical,"adj. 道德的，伦理的，合乎道理的，民族的。ethical standard 道德标准。
ethnic adj 种族的，人种的。"
善良，道德,ethically,合乎伦理的。This leather bag is produced ethically and sustain.
善良，道德,morality,n.道德，品德，正当性。social morality 社会公德，社会风气。
善良，道德,characteristic,n.特征，特色。adj.独特的，典型的。
善良，道德,individuality,n.个性，个人特征
善良，道德,attentive,adj.注意的，专心的，贴心的。The service staff were attentive to me.
善良，道德,warm-hearted,热心的，热诚的。He is a warm-hearted man.
善良，道德,charismatic,"adj.有超凡魅力的，（基督教）蒙受圣恩的。Mohammed Ali is a charismatic boxer。a charismatic leadership / city 魅力领导/魅力城市。
do charity 做慈善。"
善良，道德,vice,n.邪恶，堕落，小毛病；罪行；adj 副的，代替的。
善良，道德,judicious,adj.明智的，精明的，判断正确的。Being extremely judicious in microwave usage.
善良，道德,perfectionism,完美主义
善良，道德,meticulous,adj.一丝不苟的，注意细节的
善良，道德,resilent,adj.有弹性的，有韧性的，（对困境）能承受的，坚韧的。be resilent about problems 坚韧乐观地面对问题。
,affectionate,"adj.慈爱的，充满深情的，温柔亲切的
His face took on an affectionate glow 他的脸上洋溢着热情的红光。"
,affection,"n.喜爱，关爱；爱恋，爱慕之情；精神状况，感情；疾患，病；影响
指发自内心的喜欢，被打动、受影响的那种真诚的感情，比如对人或小动物的。
show affection for family, deep affection between lovers, I have an affection for old books 对老书有情怀。"
,affectation,"n.做作；矫揉造作；假装
指装模作样的，不是真心的，硬要表演出来的感情
speak with affectation 指说话拿腔拿调的，an affectation of confidence 装出来的自信，
His fancy vocabulary was just an affectation to impress others 他刻意说的那些华丽词藻，只是为了吸引人们的注意。"
